1960,1,Helen Camara
1960,1,Aida Choucry
1960,1,Samika Fathy
1960,1,Loula Gordon
1960,1,Josephine Morcos
1960,1,Suzanne Naguib
1960,2,Nadine Alexandre
1960,2,Annie Chanfray
1960,2,— Gary
1960,2,Geneviève Morénas
1960,2,Esmerian Pouldjian
1960,2,— Rouvière
1960,3,Otti Damm
1960,3,Annelise Faber
1960,3,Rigmor Fraenckel
1960,3,Lizzie Schaltz
1960,3,Gulle Skotte
1964,1,Dimmie Fleming
1964,1,Fritzi Gordon
1964,1,Jane Juan
1964,1,Rixi Markus
1964,1,Mary Moss
1964,1,Dorothy Shanahan
1964,2,Agnes Gordon
1964,2,Muriel Kaplan
1964,2,Alicia Kempner
1964,2,Helen Portugal
1964,2,Stella Rebner
1964,2,Jan Stone
1964,3,Suzanne Baldon
1964,3,Annie Chanfray
1964,3,Marguerite de Gailhard
1964,3,Geneviève Morénas
1964,3,Marianne Serf
1968,1,Britt Blom
1968,1,Karin Eriksson
1968,1,Eva Mårtensson
1968,1,Rut Segander
1968,1,Gunborg Silborn
1968,1,Britta Werner
1968,2,Thelma Beron
1968,2,Gerda Goslar
1968,2,Rita Jacobson
1968,2,Petra Mansell
1968,2,Elfreda Sender
1968,2,Alma Shnieder
1968,3,Hermine Baron
1968,3,Nancy Gruver
1968,3,Emma Jean Hawes
1968,3,Dorothy Hayden
1968,3,Sue Sachs
1968,3,Rhoda Walsh
1972,1,Marisa Bianchi
1972,1,Luciana Canessa
1972,1,Rina Jabès
1972,1,Maria Antonietta Robaudo
1972,1,Anna Valenti
1972,1,Maria Vittoria Venturini
1972,2,Thelma Beron
1972,2,Janie Disler
1972,2,Gerda Goslar
1972,2,Rita Jacobson
1972,2,Petra Mansell
1972,2,Alma Shnieder
1972,3,Mary Jane Farell
1972,3,Emma Jean Hawes
1972,3,Marilyn Johnson
1972,3,Jacqui Mitchell
1972,3,Peggy Solomon
1972,3,Dorothy Hayden Truscott
1976,1,Marisa Bianchi
1976,1,Luciana Capodanno
1976,1,Marisa D'Andrea
1976,1,Rina Jabès
1976,1,Maria Antonietta Robaudo
1976,1,Anna Valenti
1976,2,Charley Esterson
1976,2,Nicola Gardener
1976,2,Fritzi Gordon
1976,2,Sandra Landy
1976,2,Rixi Markus
1976,2,Rita Oldroyd
1976,3,Mary Jane Farell
1976,3,Emma Jean Hawes
1976,3,Marilyn Johnson
1976,3,Jacqui Mitchell
1976,3,Gail Moss
1976,3,Dorothy Hayden Truscott
1980,1,Mary Jane Farell
1980,1,Emma Jean Hawes
1980,1,Marilyn Johnson
1980,1,Jacqui Mitchell
1980,1,Gail Moss
1980,1,Dorothy Hayden Truscott
1980,2,Marisa Bianchi
1980,2,Luciana Capodanno
1980,2,Marisa D'Andrea
1980,2,Enrichetta Gut
1980,2,Andreina Morini
1980,2,Anna Valenti
1980,3,Nicola Gardener
1980,3,Sandra Landy
1980,3,Rita Oldroyd
1980,3,Sally Sowter
1984,1,Betty Ann Kennedy
1984,1,Jacqui Mitchell
1984,1,Gail Moss
1984,1,Judi Radin
1984,1,Carol Sanders
1984,1,Kathie Wei
1984,2,Pat Davies
1984,2,Sally Horton
1984,2,Sandra Landy
1984,2,Nicola Smith
1984,3,Marijke Erich
1984,3,Petra Kaas
1984,3,Laura Lor
1984,3,Marijke van der Pas
1984,3,Elly Schippers
1984,3,Bep Vriend
1988,1,Trine Dahl
1988,1,Bettina Kalkerup
1988,1,Judy Norris
1988,1,Charlotte Palmund
1988,1,Dorthe Schaltz
1988,1,Kirsten Steen Møller
1988,2,Michelle Brunner
1988,2,Pat Davies
1988,2,Sandra Landy
1988,2,Liz McGowan
1988,2,Sandra Penfold
1988,2,Nicola Smith
1988,3,Nevena Deleva
1988,3,Maria Garvalova
1988,3,Albena Krasteva
1988,3,Matilda Poplilov
1992,1,Maria Erhart
1992,1,Doris Fischer
1992,1,Barbara Lindinger
1992,1,Terry Weigkricht
1992,2,Pat Davies
1992,2,Michele Handley
1992,2,Sandra Landy
1992,2,Liz McGowan
1992,2,Sandra Penfold
1992,2,Nicola Smith
1992,3,Danièle Avon
1992,3,Véronique Bessis
1992,3,Anne-Claude de l'Epine
1992,3,Élisabeth Delor
1992,3,Colette Lise
1992,3,Sylvie Willard
1996,1,Jill Blanchard
1996,1,Juanita Chambers
1996,1,Lynn Deas
1996,1,Gail Greenberg
1996,1,Irina Levitina
1996,1,Shawn Quinn
1996,2,GU Ling
1996,2,SUN Ming
1996,2,WANG Hongli
1996,2,WANG Wenfei
1996,2,ZHANG Yalan
1996,2,ZHANG Yu
1996,3,Francine Cimon
1996,3,Dianna Gordon
1996,3,Rhoda Habert
1996,3,Beverly Kraft
1996,3,Sharyn Reus
1996,3,Barbara Saltsman
2000,1,Mildred Breed
2000,1,Petra Hamman
2000,1,Joan Jackson
2000,1,Robin Klar
2000,1,Shawn Quinn
2000,1,Peggy Sutherlin
2000,2,Francine Cimon
2000,2,Dianna Gordon
2000,2,Rhoda Habert
2000,2,Beverly Kraft
2000,2,Martine Lacroix
2000,2,Katie Thorpe
2000,3,Daniela von Arnim
2000,3,Sabine Auken
2000,3,Katrin Farwig
2000,3,Pony Nehmert
2000,3,Andrea Rauscheid
2000,3,Barbara Stawowy
2004,1,Olga Galaktionova
2004,1,Victoria Gromova
2004,1,Natalia Karpenko
2004,1,Maria Lebedeva
2004,1,Tatiana Ponomareva
2004,1,Irina Vasilkova
2004,2,Marinesa Letizia
2004,2,Jill Meyers
2004,2,Randi Montin
2004,2,Janice Seamon-Molson
2004,2,Tobi Sokolow
2004,2,Carlyn Steiner
2004,3,Sally Brock
2004,3,Michelle Brunner
2004,3,Heather Dhondy
2004,3,Rhona Goldenfield
2004,3,Nicola Smith
2004,3,Kitty Teltscher
2008,1,Sally Brock
2008,1,Heather Dhondy
2008,1,Catherine Draper
2008,1,Anne Rosen
2008,1,Nevena Senior
2008,1,Nicola Smith
2008,2,Ling Gu
2008,2,Yi Qian Liu
2008,2,Ming Sun
2008,2,Hongli Wang
2008,2,Wenfei Wang
2008,2,Yalan Zhang
2008,3,Mildred Breed
2008,3,Marinesa Letizia
2008,3,Sylvia Moss
2008,3,Judi Radin
2008,3,Janice Seamon-Molson
2008,3,Tobi Sokolow
2012,1,Sally Brock
2012,1,Fiona Brown
2012,1,Heather Dhondy
2012,1,Nevena Senior
2012,1,Nicola Smith
2012,1,Susan Stockdale
2012,2,Svetlana Chubarova
2012,2,Victoria Gromova
2012,2,Anna Gulevich
2012,2,Elena Khonicheva
2012,2,Tatiana Ponomareva
2012,2,Olga Vorobeychikova
2012,3,Cathy Bałdysz
2012,3,Ewa Banaszkiewicz
2012,3,Katarzyna Dufrat
2012,3,Danuta Kazmucha
2012,3,Natalia Sakowska
2012,3,Justyna Żmuda
